"","Date","Simulation_17","Simulation_33","Simulation_73","Simulation_84","Simulation_87","Simulation_88","Simulation_97"
"1","2023-01-03","0.83","0.83","0.83","0.83","0.83","0.83","0.83"
"2","2023-01-04","0.843892667754208","0.826632325818124","0.853927951899723","0.834986043579723","0.843721807395359","0.851379973652859","0.821417976725272"
"3","2023-01-05","0.848007777890528","0.832685766593648","0.875551293190948","0.833736347817941","0.841761858105885","0.846157890193722","0.79431982630203"
"4","2023-01-06","0.866363573821869","0.836889524436318","0.862476241234128","0.835742507138638","0.82693768247311","0.840091742884532","0.786909606005919"
"5","2023-01-07","0.872309472548534","0.837772361394406","0.874486959364448","0.830869595912416","0.829393217028445","0.838799256075136","0.769893340630594"
"6","2023-01-10","0.88900613182728","0.868413898769461","0.877227605266223","0.857850261345342","0.82471468566939","0.834178778460667","0.780794570581128"
"7","2023-01-11","0.887025398562412","0.863761779641855","0.884791733526593","0.850914077010477","0.784781145785333","0.83871830303358","0.770577118417046"
"8","2023-01-12","0.880843715865218","0.875170749850968","0.892374420865174","0.839389890864362","0.806804747515769","0.833868435851013","0.762235480945659"
"9","2023-01-13","0.913540547060957","0.870784246025614","0.90997190296702","0.838092505843207","0.784451601381587","0.84232224138648","0.753620989668647"
"10","2023-01-14","0.936351833641019","0.869772174661989","0.887896957214965","0.822888464765017","0.801742100740404","0.847709764559917","0.738573083019915"
"11","2023-01-17","0.948178491584669","0.877823880775953","0.889708227814987","0.823623080226996","0.798393560711375","0.85834290243585","0.724795849360087"
"12","2023-01-18","0.947409248357299","0.876599813714104","0.846624240331698","0.845272915915259","0.795447097368788","0.860548939745207","0.726908846536596"
"13","2023-01-19","0.952768460021606","0.9054983618755","0.852449938082548","0.843137927410452","0.790338223574364","0.880300871933106","0.703563591853477"
"14","2023-01-20","0.954565377034833","0.897264990947619","0.859414736357295","0.834917685856943","0.782742521917574","0.88498827245507","0.692532483591918"
"15","2023-01-21","0.937425014189423","0.911690467763116","0.822688408413299","0.811980377711285","0.803594412096867","0.905701522377414","0.683391235347209"
"16","2023-01-24","0.943743065111919","0.899122203783224","0.816176218704056","0.810406278827007","0.838311717197787","0.927089755624614","0.683768908165438"
"17","2023-01-25","0.909079482147742","0.908567747047035","0.792368340954097","0.799768757754459","0.840414327176399","0.923055563603969","0.673900113366567"
"18","2023-01-26","0.903044230973802","0.905602933182204","0.785717385659281","0.838835219514084","0.879716196903726","0.91045580408172","0.670171751727642"
"19","2023-01-27","0.887543768807104","0.877828172962557","0.798452683553641","0.853464093149941","0.874968541989266","0.919579205926607","0.6734386304395"
"20","2023-01-28","0.890383756112224","0.871219931592543","0.817671064306253","0.855359059145956","0.928548318605652","0.892713843949675","0.677055009671841"
"21","2023-01-31","0.920439102176806","0.885949132990528","0.820922035886411","0.873211632467163","0.952030478151765","0.89501179206448","0.673315750278158"
"22","2023-02-01","0.904062022706816","0.8931951141775","0.840202775004173","0.87269817182826","0.95409950175808","0.895389899312424","0.65919025136697"
"23","2023-02-02","0.918525864110326","0.893387661696359","0.846390533014253","0.864465359528181","0.970739657630851","0.902539740346376","0.671033297766985"
"24","2023-02-03","0.907950437445787","0.910160531854714","0.850005277942611","0.901530566619732","0.982870668551627","0.912235047908709","0.679023850787469"
"25","2023-02-04","0.913010384177128","0.90624386377321","0.829862344912223","0.923803979082218","0.981006262578297","0.924393777657202","0.675695353828266"
"26","2023-02-07","0.91049989670803","0.879885016596903","0.83724848305276","0.9181105020241","0.992136206910595","0.93546301593326","0.687133200570651"
"27","2023-02-08","0.912933941584541","0.881934939539256","0.83513946484808","0.911187245398366","1.00405416015253","0.938544116247497","0.67675666666461"
"28","2023-02-09","0.901084200217835","0.880722180111607","0.821604280232481","0.904606417064794","1.04597849361774","0.957467133906914","0.675816874620994"
"29","2023-02-10","0.904179886962831","0.890921029071492","0.830500668882649","0.892233581279709","1.02372611872923","0.984774738561664","0.684449410629359"
"30","2023-02-11","0.932044849842069","0.898088404389375","0.839978217704106","0.903273838919306","1.01639417192606","0.985571315448347","0.666968994017181"
"31","2023-02-14","0.898587345226121","0.886585524734628","0.827221177366943","0.877305964233069","1.0143538670845","0.996264363202408","0.67569476187316"
"32","2023-02-15","0.896770637445716","0.872426374772578","0.834577831434306","0.881366097556689","1.02492776849063","0.97940600387168","0.662977726558447"
"33","2023-02-16","0.91074710636358","0.866755487876719","0.859124971005797","0.88213471834788","1.0077559622406","0.987234535814095","0.667177510337234"
"34","2023-02-17","0.896938710917927","0.868199191648029","0.841313034578946","0.863052843841884","1.00836139603166","0.999593123055506","0.658263286795398"
"35","2023-02-18","0.902829142803774","0.870234817232595","0.836202180026736","0.884894113268134","0.992684023846532","0.987828759459329","0.662221520529507"
"36","2023-02-21","0.902053235608992","0.869351044472174","0.867449524497752","0.917911321832993","0.998003222625025","0.969049372219446","0.675731351264582"
"37","2023-02-22","0.892424858542567","0.890171970372638","0.868293228586359","0.892060200117245","1.00408128738756","0.990660940312664","0.691556032102345"
"38","2023-02-23","0.905549970345201","0.895734398566872","0.861686648641206","0.903736756231519","1.027834688785","1.00127808282066","0.701233398576948"
"39","2023-02-24","0.885302185492221","0.905230910155468","0.871462275283943","0.888480747960636","1.01183143860518","0.989022967862881","0.685293322982378"
"40","2023-02-25","0.860907567810292","0.902240024725617","0.875701394330308","0.88085384849128","1.01811300395039","0.975738822187768","0.682232597366786"
"41","2023-02-28","0.860628745746083","0.906590581198998","0.880309618277857","0.883166668604528","1.00421792880692","0.997023235415781","0.666492465193744"
"42","2023-03-01","0.843008264400558","0.879104870815954","0.865449638558174","0.900576100293492","0.982537060123674","0.989033062053361","0.668878732721031"
"43","2023-03-02","0.853752825730126","0.851491249316886","0.85846349279485","0.889706263487147","0.964013724621878","1.01360997160351","0.674785749583064"
"44","2023-03-03","0.834752176889383","0.838620175980152","0.859024297313298","0.919393458562735","0.969359668565863","1.01144648816554","0.680213874062583"
"45","2023-03-04","0.83000689171435","0.831882482133785","0.836958656488139","0.93706071257431","0.962090911605038","1.03559280668437","0.688044723548233"
"46","2023-03-07","0.808433844790397","0.832326562680681","0.839071062170637","0.899495356753699","0.98465487245201","1.0523823855411","0.679683173227251"
"47","2023-03-08","0.786066056670994","0.852227459945384","0.836364558192341","0.905960971136552","1.00274062527114","1.04124754062242","0.695214644631131"
"48","2023-03-09","0.761097901575372","0.846986085825807","0.847639562312214","0.90239850085867","0.987091480981678","1.03401562057011","0.68306868955726"
"49","2023-03-10","0.770332325402569","0.854153112905334","0.870320716790026","0.892288718014185","0.970797508672395","1.02195471774917","0.672828365119057"
"50","2023-03-11","0.790514046261528","0.861484346798239","0.902097149394912","0.922817284533442","0.979428841961927","1.02643664299244","0.663556807905552"
"51","2023-03-14","0.786258205872806","0.85837155247282","0.909994818129926","0.930549290435497","0.960224059542041","1.04134102063315","0.666839653864155"
"52","2023-03-15","0.79400497080014","0.866869893924436","0.896256947072154","0.936804310867462","0.966939923390795","1.05112868276363","0.682027451811166"
"53","2023-03-16","0.774599962570527","0.863689916191566","0.904115283098966","0.948083202445384","0.958948467702275","1.02220471596007","0.689464435673263"
"54","2023-03-17","0.768792618713324","0.864206297373028","0.923802338214473","0.944165000945518","0.966721707043498","1.03468505493459","0.675940962899749"
"55","2023-03-18","0.775152372817813","0.874660030735288","0.915382467091741","0.955516834516906","0.98951735213454","1.01478326591362","0.669842846497711"
"56","2023-03-21","0.785447928235829","0.857979084294699","0.90165607388666","0.963990407636505","0.97280721605927","0.96911377899112","0.655943150641856"
"57","2023-03-22","0.765732335830117","0.835482328224805","0.906359230673254","0.960243482438906","0.948006209217536","0.953160484177162","0.657879076910483"
"58","2023-03-23","0.799258249710765","0.827242811862556","0.894293572570431","0.953100648078347","0.98795158470083","0.945991781985761","0.670068957244854"
"59","2023-03-24","0.812873087343333","0.837068314029879","0.861721102744717","0.94502333545708","0.987745893991754","0.943530923747954","0.66952408589464"
"60","2023-03-25","0.814243651221402","0.825953438899338","0.868194984202926","0.94959432001464","0.963757035554241","0.923549503362808","0.680669756640839"
"61","2023-03-28","0.785807023874055","0.841898096274541","0.858666449076101","0.948669584524304","0.976726912189165","0.93901358341119","0.6754423407888"
"62","2023-03-29","0.786567538568894","0.855890185367984","0.84599815768206","0.948338043207435","0.963158315962913","0.958942342733945","0.675126723883155"
"63","2023-03-30","0.777023741359888","0.882354224983525","0.862294357529668","0.989601362840597","0.963407067090483","0.985522179261908","0.696809400528103"
"64","2023-03-31","0.783606890713348","0.903230168619087","0.884010136683619","0.973759941919598","0.985481671701455","1.0077117132213","0.684977275896966"
